county,county_ascii,county_full,county_fips,state_id,state_name,lat,lng,population,county_full_with_state
North Slope,North Slope,North Slope Borough,2185,AK,Alaska,69.3119,-153.4813,10924,"North Slope Borough, AK"
Lake,Lake,Lake County,27075,MN,Minnesota,47.6411,-91.4458,10915,"Lake County, MN"
St. Helena,St. Helena,St. Helena Parish,22091,LA,Louisiana,30.8219,-90.7103,10872,"St. Helena Parish, LA"
Lancaster,Lancaster,Lancaster County,51103,VA,Virginia,37.7345,-76.4632,10866,"Lancaster County, VA"
Sussex,Sussex,Sussex County,51183,VA,Virginia,36.9218,-77.2618,10866,"Sussex County, VA"
Pushmataha,Pushmataha,Pushmataha County,40127,OK,Oklahoma,34.4162,-95.3759,10845,"Pushmataha County, OK"
Mackinac,Mackinac,Mackinac County,26097,MI,Michigan,46.0805,-85.0872,10843,"Mackinac County, MI"
Carroll,Carroll,Carroll County,21041,KY,Kentucky,38.6678,-85.1236,10842,"Carroll County, KY"
Ripley,Ripley,Ripley County,29181,MO,Missouri,36.6528,-90.8638,10839,"Ripley County, MO"
Barnes,Barnes,Barnes County,38003,ND,North Dakota,46.9361,-98.0716,10826,"Barnes County, ND"
Louisa,Louisa,Louisa County,19115,IA,Iowa,41.2185,-91.2596,10823,"Louisa County, IA"
Roosevelt,Roosevelt,Roosevelt County,30085,MT,Montana,48.2945,-105.0164,10799,"Roosevelt County, MT"
Hancock,Hancock,Hancock County,19081,IA,Iowa,43.0819,-93.7343,10790,"Hancock County, IA"
Box Butte,Box Butte,Box Butte County,31013,NE,Nebraska,42.2198,-103.0857,10778,"Box Butte County, NE"
Evans,Evans,Evans County,13109,GA,Georgia,32.1568,-81.8869,10759,"Evans County, GA"
Early,Early,Early County,13099,GA,Georgia,31.3228,-84.9036,10753,"Early County, GA"
Middlesex,Middlesex,Middlesex County,51119,VA,Virginia,37.6303,-76.5698,10738,"Middlesex County, VA"
Winnebago,Winnebago,Winnebago County,19189,IA,Iowa,43.3776,-93.7342,10704,"Winnebago County, IA"
Red Willow,Red Willow,Red Willow County,31145,NE,Nebraska,40.1758,-100.4769,10690,"Red Willow County, NE"
Bollinger,Bollinger,Bollinger County,29017,MO,Missouri,37.3222,-90.0259,10658,"Bollinger County, MO"
Carbon,Carbon,Carbon County,30009,MT,Montana,45.2274,-109.0281,10645,"Carbon County, MT"
Guthrie,Guthrie,Guthrie County,19077,IA,Iowa,41.6837,-94.5011,10619,"Guthrie County, IA"
Washington,Washington,Washington County,16087,ID,Idaho,44.4524,-116.7847,10612,"Washington County, ID"
Essex,Essex,Essex County,51057,VA,Virginia,37.9428,-76.9519,10602,"Essex County, VA"
Custer,Custer,Custer County,31041,NE,Nebraska,41.3943,-99.7262,10566,"Custer County, NE"
Colfax,Colfax,Colfax County,31037,NE,Nebraska,41.574,-97.0865,10563,"Colfax County, NE"
Walsh,Walsh,Walsh County,38099,ND,North Dakota,48.3695,-97.7213,10553,"Walsh County, ND"
Camden,Camden,Camden County,37029,NC,North Carolina,36.3891,-76.208,10547,"Camden County, NC"
Mitchell,Mitchell,Mitchell County,19131,IA,Iowa,43.3564,-92.789,10537,"Mitchell County, IA"
Crawford,Crawford,Crawford County,18025,IN,Indiana,38.2924,-86.4517,10511,"Crawford County, IN"
Gates,Gates,Gates County,37073,NC,North Carolina,36.4449,-76.7005,10509,"Gates County, NC"
Leslie,Leslie,Leslie County,21131,KY,Kentucky,37.0941,-83.3811,10468,"Leslie County, KY"
Bradley,Bradley,Bradley County,5011,AR,Arkansas,33.4664,-92.1624,10461,"Bradley County, AR"
Cumberland,Cumberland,Cumberland County,17035,IL,Illinois,39.2733,-88.2402,10447,"Cumberland County, IL"
Franklin,Franklin,Franklin County,48159,TX,Texas,33.1755,-95.2184,10445,"Franklin County, TX"
Wilcox,Wilcox,Wilcox County,1131,AL,Alabama,31.9893,-87.3082,10441,"Wilcox County, AL"
Johnston,Johnston,Johnston County,40069,OK,Oklahoma,34.3165,-96.6606,10410,"Johnston County, OK"
Butte,Butte,Butte County,46019,SD,South Dakota,44.9058,-103.5079,10369,"Butte County, SD"
Ralls,Ralls,Ralls County,29173,MO,Missouri,39.5277,-91.522,10356,"Ralls County, MO"
Coosa,Coosa,Coosa County,1037,AL,Alabama,32.9362,-86.2477,10329,"Coosa County, AL"
Bullock,Bullock,Bullock County,1011,AL,Alabama,32.1005,-85.7157,10328,"Bullock County, AL"
Metcalfe,Metcalfe,Metcalfe County,21169,KY,Kentucky,36.9905,-85.6292,10313,"Metcalfe County, KY"
Clay,Clay,Clay County,48077,TX,Texas,33.7855,-98.2085,10290,"Clay County, TX"
Montgomery,Montgomery,Montgomery County,19137,IA,Iowa,41.0301,-95.1564,10285,"Montgomery County, IA"
Noxubee,Noxubee,Noxubee County,28103,MS,Mississippi,33.1102,-88.5698,10261,"Noxubee County, MS"
Roberts,Roberts,Roberts County,46109,SD,South Dakota,45.6296,-96.9461,10242,"Roberts County, SD"
Alcona,Alcona,Alcona County,26001,MI,Michigan,44.6854,-83.5938,10238,"Alcona County, MI"
Chicot,Chicot,Chicot County,5017,AR,Arkansas,33.267,-91.2937,10234,"Chicot County, AR"
Nemaha,Nemaha,Nemaha County,20131,KS,Kansas,39.7834,-96.0141,10219,"Nemaha County, KS"
Pike,Pike,Pike County,5109,AR,Arkansas,34.1635,-93.6564,10205,"Pike County, AR"
Love,Love,Love County,40085,OK,Oklahoma,33.9499,-97.2441,10158,"Love County, OK"
Lowndes,Lowndes,Lowndes County,1085,AL,Alabama,32.1547,-86.6501,10153,"Lowndes County, AL"
Holt,Holt,Holt County,31089,NE,Nebraska,42.4557,-98.7838,10149,"Holt County, NE"
Howard,Howard,Howard County,29089,MO,Missouri,39.1425,-92.6963,10142,"Howard County, MO"
Perry,Perry,Perry County,5105,AR,Arkansas,34.9475,-92.9313,10055,"Perry County, AR"
Madison,Madison,Madison Parish,22065,LA,Louisiana,32.3644,-91.2427,10028,"Madison Parish, LA"
Keokuk,Keokuk,Keokuk County,19107,IA,Iowa,41.3365,-92.1786,10026,"Keokuk County, IA"
Nome,Nome,Nome Census Area,2180,AK,Alaska,64.9111,-164.0274,10018,"Nome Census Area, AK"
Franklin,Franklin,Franklin County,19069,IA,Iowa,42.7325,-93.2625,10015,"Franklin County, IA"
Marshall,Marshall,Marshall County,20117,KS,Kansas,39.7836,-96.5229,10014,"Marshall County, KS"
Jackson,Jackson,Jackson County,27063,MN,Minnesota,43.6742,-95.1541,9990,"Jackson County, MN"
Lewis,Lewis,Lewis County,29111,MO,Missouri,40.0969,-91.7221,9987,"Lewis County, MO"
Sabine,Sabine,Sabine County,48403,TX,Texas,31.3432,-93.8518,9980,"Sabine County, TX"
Lanier,Lanier,Lanier County,13173,GA,Georgia,31.0379,-83.0628,9964,"Lanier County, GA"
Duval,Duval,Duval County,48131,TX,Texas,27.6814,-98.5089,9960,"Duval County, TX"
Webster,Webster,Webster County,28155,MS,Mississippi,33.6131,-89.2848,9942,"Webster County, MS"
Yuma,Yuma,Yuma County,8125,CO,Colorado,40.0029,-102.4243,9938,"Yuma County, CO"
Carroll,Carroll,Carroll County,28015,MS,Mississippi,33.4485,-89.9202,9930,"Carroll County, MS"
Ochiltree,Ochiltree,Ochiltree County,48357,TX,Texas,36.2784,-100.8157,9924,"Ochiltree County, TX"
Emery,Emery,Emery County,49015,UT,Utah,38.9967,-110.7006,9898,"Emery County, UT"
Switzerland,Switzerland,Switzerland County,18155,IN,Indiana,38.8262,-85.037,9896,"Switzerland County, IN"
Calhoun,Calhoun,Calhoun County,19025,IA,Iowa,42.3852,-94.6404,9893,"Calhoun County, IA"
Pulaski,Pulaski,Pulaski County,13235,GA,Georgia,32.2323,-83.476,9887,"Pulaski County, GA"
Grundy,Grundy,Grundy County,29079,MO,Missouri,40.1139,-93.5654,9878,"Grundy County, MO"
Scott,Scott,Scott County,5127,AR,Arkansas,34.8607,-94.0632,9871,"Scott County, AR"
Martin,Martin,Martin County,18101,IN,Indiana,38.708,-86.8031,9863,"Martin County, IN"
Runnels,Runnels,Runnels County,48399,TX,Texas,31.8311,-99.9762,9858,"Runnels County, TX"
Parmer,Parmer,Parmer County,48369,TX,Texas,34.5301,-102.7845,9809,"Parmer County, TX"
Swift,Swift,Swift County,27151,MN,Minnesota,45.2827,-95.6815,9806,"Swift County, MN"
Montgomery,Montgomery,Montgomery County,28097,MS,Mississippi,33.494,-89.6164,9803,"Montgomery County, MS"
West Carroll,West Carroll,West Carroll Parish,22123,LA,Louisiana,32.7885,-91.4568,9800,"West Carroll Parish, LA"
Tunica,Tunica,Tunica County,28143,MS,Mississippi,34.6507,-90.375,9787,"Tunica County, MS"
McLean,McLean,McLean County,38055,ND,North Dakota,47.6069,-101.3218,9781,"McLean County, ND"
Sac,Sac,Sac County,19161,IA,Iowa,42.3862,-95.1054,9778,"Sac County, IA"
Clarke,Clarke,Clarke County,19039,IA,Iowa,41.029,-93.7852,9737,"Clarke County, IA"
Benewah,Benewah,Benewah County,16009,ID,Idaho,47.2175,-116.6587,9731,"Benewah County, ID"
Wayne,Wayne,Wayne County,31179,NE,Nebraska,42.2093,-97.1193,9701,"Wayne County, NE"
Zavala,Zavala,Zavala County,48507,TX,Texas,28.8662,-99.7605,9700,"Zavala County, TX"
Cumberland,Cumberland,Cumberland County,51049,VA,Virginia,37.5121,-78.245,9697,"Cumberland County, VA"
Linn,Linn,Linn County,20107,KS,Kansas,38.2123,-94.843,9696,"Linn County, KS"
Stevens,Stevens,Stevens County,27149,MN,Minnesota,45.5861,-96.0003,9682,"Stevens County, MN"
Grand,Grand,Grand County,49019,UT,Utah,38.982,-109.5698,9680,"Grand County, UT"
Marion,Marion,Marion County,48315,TX,Texas,32.798,-94.3572,9668,"Marion County, TX"
Rock,Rock,Rock County,27133,MN,Minnesota,43.6747,-96.2532,9659,"Rock County, MN"
Caldwell,Caldwell,Caldwell Parish,22021,LA,Louisiana,32.0925,-92.1166,9658,"Caldwell Parish, LA"
Mountrail,Mountrail,Mountrail County,38061,ND,North Dakota,48.2013,-102.3557,9648,"Mountrail County, ND"
McCormick,McCormick,McCormick County,45065,SC,South Carolina,33.8995,-82.31,9612,"McCormick County, SC"
Wilkes,Wilkes,Wilkes County,13317,GA,Georgia,33.7819,-82.7432,9610,"Wilkes County, GA"
Humboldt,Humboldt,Humboldt County,19091,IA,Iowa,42.7765,-94.2072,9606,"Humboldt County, IA"
Yellow Medicine,Yellow Medicine,Yellow Medicine County,27173,MN,Minnesota,44.7162,-95.8684,9569,"Yellow Medicine County, MN"
Iron,Iron,Iron County,29093,MO,Missouri,37.5552,-90.7735,9538,"Iron County, MO"
Latimer,Latimer,Latimer County,40077,OK,Oklahoma,34.876,-95.2504,9537,"Latimer County, OK"
Cheyenne,Cheyenne,Cheyenne County,31033,NE,Nebraska,41.2198,-102.995,9489,"Cheyenne County, NE"
Irwin,Irwin,Irwin County,13155,GA,Georgia,31.6022,-83.2764,9487,"Irwin County, GA"
Brown,Brown,Brown County,20013,KS,Kansas,39.8265,-95.5642,9486,"Brown County, KS"
Greenlee,Greenlee,Greenlee County,4011,AZ,Arizona,33.2152,-109.2402,9483,"Greenlee County, AZ"
Howard,Howard,Howard County,19089,IA,Iowa,43.3568,-92.3172,9479,"Howard County, IA"
Beaverhead,Beaverhead,Beaverhead County,30001,MT,Montana,45.1327,-112.8988,9469,"Beaverhead County, MT"
Nowata,Nowata,Nowata County,40105,OK,Oklahoma,36.7985,-95.6174,9460,"Nowata County, OK"
Brewster,Brewster,Brewster County,48043,TX,Texas,29.8119,-103.2517,9454,"Brewster County, TX"
Rice,Rice,Rice County,20159,KS,Kansas,38.3472,-98.201,9441,"Rice County, KS"
Deer Lodge,Deer Lodge,Deer Lodge County,30023,MT,Montana,46.0608,-113.0678,9435,"Deer Lodge County, MT"
Clear Creek,Clear Creek,Clear Creek County,8019,CO,Colorado,39.6891,-105.6444,9403,"Clear Creek County, CO"
Chattahoochee,Chattahoochee,Chattahoochee County,13053,GA,Georgia,32.347,-84.787,9402,"Chattahoochee County, GA"
Hamilton,Hamilton,Hamilton County,31081,NE,Nebraska,40.873,-98.0229,9400,"Hamilton County, NE"
Pipestone,Pipestone,Pipestone County,27117,MN,Minnesota,44.023,-96.2587,9380,"Pipestone County, MN"
Todd,Todd,Todd County,46121,SD,South Dakota,43.1934,-100.7184,9353,"Todd County, SD"
Emmet,Emmet,Emmet County,19063,IA,Iowa,43.3781,-94.6785,9349,"Emmet County, IA"
Somervell,Somervell,Somervell County,48425,TX,Texas,32.2222,-97.7746,9337,"Somervell County, TX"
St. Clair,St. Clair,St. Clair County,29185,MO,Missouri,38.0372,-93.776,9330,"St. Clair County, MO"
Charles Mix,Charles Mix,Charles Mix County,46023,SD,South Dakota,43.2079,-98.5879,9302,"Charles Mix County, SD"
Clinton,Clinton,Clinton County,21053,KY,Kentucky,36.7274,-85.1362,9295,"Clinton County, KY"
Jasper,Jasper,Jasper County,17079,IL,Illinois,39.0101,-88.1538,9295,"Jasper County, IL"
Jones,Jones,Jones County,37103,NC,North Carolina,35.0217,-77.3552,9263,"Jones County, NC"
Montmorency,Montmorency,Montmorency County,26119,MI,Michigan,45.0276,-84.1272,9261,"Montmorency County, MI"
Stephens,Stephens,Stephens County,48429,TX,Texas,32.7359,-98.8362,9260,"Stephens County, TX"
Forest,Forest,Forest County,55041,WI,Wisconsin,45.6673,-88.7704,9239,"Forest County, WI"
Johnson,Johnson,Johnson County,13167,GA,Georgia,32.7015,-82.6601,9225,"Johnson County, GA"
Pratt,Pratt,Pratt County,20151,KS,Kansas,37.6477,-98.7396,9175,"Pratt County, KS"
McLean,McLean,McLean County,21149,KY,Kentucky,37.5292,-87.2636,9173,"McLean County, KY"
Seminole,Seminole,Seminole County,13253,GA,Georgia,30.9388,-84.8688,9117,"Seminole County, GA"
Davis,Davis,Davis County,19051,IA,Iowa,40.7477,-92.4097,9093,"Davis County, IA"
Hancock,Hancock,Hancock County,21091,KY,Kentucky,37.8415,-86.7779,9058,"Hancock County, KY"
Claiborne,Claiborne,Claiborne County,28021,MS,Mississippi,31.9737,-90.9118,9044,"Claiborne County, MS"
Marshall,Marshall,Marshall County,27089,MN,Minnesota,48.3581,-96.3685,9017,"Marshall County, MN"
Cloud,Cloud,Cloud County,20029,KS,Kansas,39.4803,-97.6493,9008,"Cloud County, KS"
Terrell,Terrell,Terrell County,13273,GA,Georgia,31.777,-84.437,9004,"Terrell County, GA"
Cuming,Cuming,Cuming County,31039,NE,Nebraska,41.9164,-96.7874,9000,"Cuming County, NE"
White Pine,White Pine,White Pine County,32033,NV,Nevada,39.4421,-114.9017,8997,"White Pine County, NV"
Livingston,Livingston,Livingston County,21139,KY,Kentucky,37.2096,-88.3537,8980,"Livingston County, KY"
Kemper,Kemper,Kemper County,28069,MS,Mississippi,32.7546,-88.6412,8980,"Kemper County, MS"
Crittenden,Crittenden,Crittenden County,21055,KY,Kentucky,37.3527,-88.0972,8979,"Crittenden County, KY"
Stillwater,Stillwater,Stillwater County,30095,MT,Montana,45.669,-109.3952,8978,"Stillwater County, MT"
Richmond,Richmond,Richmond County,51159,VA,Virginia,37.9426,-76.7252,8968,"Richmond County, VA"
Phelps,Phelps,Phelps County,31137,NE,Nebraska,40.5111,-99.4145,8966,"Phelps County, NE"
Mitchell,Mitchell,Mitchell County,48335,TX,Texas,32.3062,-100.9211,8947,"Mitchell County, TX"
Palo Alto,Palo Alto,Palo Alto County,19147,IA,Iowa,43.0821,-94.6781,8938,"Palo Alto County, IA"
Dawson,Dawson,Dawson County,30021,MT,Montana,47.2664,-104.8995,8915,"Dawson County, MT"
Catahoula,Catahoula,Catahoula Parish,22025,LA,Louisiana,31.6662,-91.847,8895,"Catahoula Parish, LA"
Turner,Turner,Turner County,13287,GA,Georgia,31.7164,-83.6241,8894,"Turner County, GA"
Caldwell,Caldwell,Caldwell County,29025,MO,Missouri,39.6557,-93.9827,8876,"Caldwell County, MO"
Alger,Alger,Alger County,26003,MI,Michigan,46.4086,-86.604,8866,"Alger County, MI"
Wilkinson,Wilkinson,Wilkinson County,13319,GA,Georgia,32.8024,-83.1712,8852,"Wilkinson County, GA"
Wilcox,Wilcox,Wilcox County,13315,GA,Georgia,31.9729,-83.4323,8839,"Wilcox County, GA"
Clearwater,Clearwater,Clearwater County,16035,ID,Idaho,46.6736,-115.6567,8810,"Clearwater County, ID"
Sublette,Sublette,Sublette County,56035,WY,Wyoming,42.7669,-109.9147,8801,"Sublette County, WY"
Greene,Greene,Greene County,19073,IA,Iowa,42.0363,-94.3968,8801,"Greene County, IA"
Oregon,Oregon,Oregon County,29149,MO,Missouri,36.6866,-91.4033,8783,"Oregon County, MO"
Madison,Madison,Madison County,30057,MT,Montana,45.3007,-111.9203,8742,"Madison County, MT"
Lyon,Lyon,Lyon County,21143,KY,Kentucky,37.0191,-88.0832,8721,"Lyon County, KY"
Gallatin,Gallatin,Gallatin County,21077,KY,Kentucky,38.7569,-84.8593,8720,"Gallatin County, KY"
Benton,Benton,Benton County,18007,IN,Indiana,40.6063,-87.3109,8709,"Benton County, IN"
Jenkins,Jenkins,Jenkins County,13165,GA,Georgia,32.7924,-81.9635,8704,"Jenkins County, GA"
Ozark,Ozark,Ozark County,29153,MO,Missouri,36.6493,-92.4447,8688,"Ozark County, MO"
Montgomery,Montgomery,Montgomery County,13209,GA,Georgia,32.1734,-82.5348,8687,"Montgomery County, GA"
Turner,Turner,Turner County,46125,SD,South Dakota,43.3109,-97.1487,8687,"Turner County, SD"
Dimmit,Dimmit,Dimmit County,48127,TX,Texas,28.4225,-99.7566,8672,"Dimmit County, TX"
Monona,Monona,Monona County,19133,IA,Iowa,42.0516,-95.9599,8671,"Monona County, IA"
Monroe,Monroe,Monroe County,29137,MO,Missouri,39.4954,-92.0007,8668,"Monroe County, MO"
Wilson,Wilson,Wilson County,20205,KS,Kansas,37.5593,-95.7434,8667,"Wilson County, KS"
Lucas,Lucas,Lucas County,19117,IA,Iowa,41.0294,-93.3277,8666,"Lucas County, IA"
Lee,Lee,Lee County,5077,AR,Arkansas,34.7805,-90.7808,8666,"Lee County, AR"
Blaine,Blaine,Blaine County,40011,OK,Oklahoma,35.8752,-98.4334,8661,"Blaine County, OK"
Woods,Woods,Woods County,40151,OK,Oklahoma,36.7669,-98.8651,8661,"Woods County, OK"
Modoc,Modoc,Modoc County,6049,CA,California,41.5898,-120.725,8651,"Modoc County, CA"
Archer,Archer,Archer County,48009,TX,Texas,33.6153,-98.6877,8649,"Archer County, TX"
Quay,Quay,Quay County,35037,NM,New Mexico,35.1043,-103.5498,8641,"Quay County, NM"
Platte,Platte,Platte County,56031,WY,Wyoming,42.133,-104.9659,8618,"Platte County, WY"
Hancock,Hancock,Hancock County,13141,GA,Georgia,33.2704,-83.0007,8588,"Hancock County, GA"
Jack,Jack,Jack County,48237,TX,Texas,33.2335,-98.1725,8588,"Jack County, TX"
Montgomery,Montgomery,Montgomery County,5097,AR,Arkansas,34.5389,-93.6596,8555,"Montgomery County, AR"
Clearwater,Clearwater,Clearwater County,27029,MN,Minnesota,47.5777,-95.379,8541,"Clearwater County, MN"
Mathews,Mathews,Mathews County,51115,VA,Virginia,37.4353,-76.3438,8537,"Mathews County, VA"
Johnson,Johnson,Johnson County,56019,WY,Wyoming,44.0388,-106.5847,8536,"Johnson County, WY"
Wilkinson,Wilkinson,Wilkinson County,28157,MS,Mississippi,31.1611,-91.3109,8531,"Wilkinson County, MS"
Custer,Custer,Custer County,46033,SD,South Dakota,43.6776,-103.4515,8515,"Custer County, SD"
Carroll,Carroll,Carroll County,29033,MO,Missouri,39.427,-93.5052,8513,"Carroll County, MO"
Trimble,Trimble,Trimble County,21223,KY,Kentucky,38.613,-85.3375,8510,"Trimble County, KY"
Ritchie,Ritchie,Ritchie County,54085,WV,West Virginia,39.1783,-81.063,8507,"Ritchie County, WV"
Perry,Perry,Perry County,1105,AL,Alabama,32.6385,-87.2944,8479,"Perry County, AL"
Sitka,Sitka,Sitka City and Borough,2220,AK,Alaska,57.2424,-135.3145,8462,"Sitka City and Borough, AK"
Warren,Warren,Warren County,18171,IN,Indiana,40.3469,-87.3533,8454,"Warren County, IN"
Maries,Maries,Maries County,29125,MO,Missouri,38.1616,-91.9249,8454,"Maries County, MO"
Hickory,Hickory,Hickory County,29085,MO,Missouri,37.9408,-93.3207,8452,"Hickory County, MO"
Kiowa,Kiowa,Kiowa County,40075,OK,Oklahoma,34.9164,-98.9809,8446,"Kiowa County, OK"
Perry,Perry,Perry County,47135,TN,Tennessee,35.6426,-87.859,8432,"Perry County, TN"
Bracken,Bracken,Bracken County,21023,KY,Kentucky,38.6888,-84.0901,8420,"Bracken County, KY"
Daviess,Daviess,Daviess County,29061,MO,Missouri,39.9608,-93.9855,8418,"Daviess County, MO"
Knox,Knox,Knox County,31107,NE,Nebraska,42.6368,-97.8919,8415,"Knox County, NE"
Cedar,Cedar,Cedar County,31027,NE,Nebraska,42.5993,-97.2524,8375,"Cedar County, NE"
Butler,Butler,Butler County,31023,NE,Nebraska,41.2261,-97.1318,8373,"Butler County, NE"
Kusilvak,Kusilvak,Kusilvak Census Area,2158,AK,Alaska,62.1547,-163.3812,8372,"Kusilvak Census Area, AK"
Mercer,Mercer,Mercer County,38057,ND,North Dakota,47.3092,-101.8315,8366,"Mercer County, ND"
Webster,Webster,Webster County,54101,WV,West Virginia,38.4947,-80.4219,8362,"Webster County, WV"
Tyler,Tyler,Tyler County,54095,WV,West Virginia,39.4653,-80.8848,8336,"Tyler County, WV"
Coffey,Coffey,Coffey County,20031,KS,Kansas,38.2369,-95.7341,8334,"Coffey County, KS"
Rosebud,Rosebud,Rosebud County,30087,MT,Montana,46.2297,-106.7307,8310,"Rosebud County, MT"
Keith,Keith,Keith County,31101,NE,Nebraska,41.1989,-101.6615,8303,"Keith County, NE"
Nevada,Nevada,Nevada County,5099,AR,Arkansas,33.664,-93.3072,8292,"Nevada County, AR"
Dawes,Dawes,Dawes County,31045,NE,Nebraska,42.7197,-103.1354,8279,"Dawes County, NE"
Atkinson,Atkinson,Atkinson County,13003,GA,Georgia,31.2971,-82.88,8265,"Atkinson County, GA"
Oscoda,Oscoda,Oscoda County,26135,MI,Michigan,44.6818,-84.1298,8264,"Oscoda County, MI"
Houston,Houston,Houston County,47083,TN,Tennessee,36.286,-87.7171,8253,"Houston County, TN"
Baraga,Baraga,Baraga County,26013,MI,Michigan,46.6626,-88.3652,8245,"Baraga County, MI"
Hamilton,Hamilton,Hamilton County,48193,TX,Texas,31.7048,-98.1107,8244,"Hamilton County, TX"
Prairie,Prairie,Prairie County,5117,AR,Arkansas,34.8298,-91.5528,8217,"Prairie County, AR"
Choctaw,Choctaw,Choctaw County,28019,MS,Mississippi,33.3473,-89.2484,8208,"Choctaw County, MS"
Lake,Lake,Lake County,41037,OR,Oregon,42.7935,-120.3874,8201,"Lake County, OR"
Franklin,Franklin,Franklin City,51620,VA,Virginia,36.6831,-76.9386,8194,"Franklin City, VA"
Harrison,Harrison,Harrison County,29081,MO,Missouri,40.3547,-93.992,8190,"Harrison County, MO"
Murray,Murray,Murray County,27101,MN,Minnesota,44.0221,-95.7633,8170,"Murray County, MN"
Lafayette,Lafayette,Lafayette County,12067,FL,Florida,29.9855,-83.1811,8107,"Lafayette County, FL"
Clay,Clay,Clay County,20027,KS,Kansas,39.3497,-97.1652,8088,"Clay County, KS"
San Miguel,San Miguel,San Miguel County,8113,CO,Colorado,38.0038,-108.4057,8082,"San Miguel County, CO"
Allendale,Allendale,Allendale County,45005,SC,South Carolina,32.9881,-81.3582,8073,"Allendale County, SC"
Schoolcraft,Schoolcraft,Schoolcraft County,26153,MI,Michigan,46.1966,-86.1996,8062,"Schoolcraft County, MI"
Clay,Clay,Clay County,54015,WV,West Virginia,38.4625,-81.0751,8049,"Clay County, WV"
Graham,Graham,Graham County,37075,NC,North Carolina,35.3502,-83.8335,8047,"Graham County, NC"
Lemhi,Lemhi,Lemhi County,16059,ID,Idaho,44.9433,-113.9333,8043,"Lemhi County, ID"
Hamilton,Hamilton,Hamilton County,17065,IL,Illinois,38.0816,-88.5391,8008,"Hamilton County, IL"
Traill,Traill,Traill County,38097,ND,North Dakota,47.4542,-97.1616,8004,"Traill County, ND"
Twiggs,Twiggs,Twiggs County,13289,GA,Georgia,32.6672,-83.4271,7955,"Twiggs County, GA"
Pocahontas,Pocahontas,Pocahontas County,54075,WV,West Virginia,38.3318,-80.0078,7940,"Pocahontas County, WV"
San Augustine,San Augustine,San Augustine County,48405,TX,Texas,31.3942,-94.1682,7920,"San Augustine County, TX"
Power,Power,Power County,16077,ID,Idaho,42.6937,-112.8407,7918,"Power County, ID"
Thomas,Thomas,Thomas County,20193,KS,Kansas,39.3509,-101.0556,7907,"Thomas County, KS"
Searcy,Searcy,Searcy County,5129,AR,Arkansas,35.911,-92.6995,7880,"Searcy County, AR"
Richardson,Richardson,Richardson County,31147,NE,Nebraska,40.125,-95.7175,7850,"Richardson County, NE"
Doddridge,Doddridge,Doddridge County,54017,WV,West Virginia,39.2692,-80.707,7847,"Doddridge County, WV"
Kane,Kane,Kane County,49025,UT,Utah,37.2851,-111.8879,7814,"Kane County, UT"
Boise,Boise,Boise County,16015,ID,Idaho,43.9891,-115.7303,7809,"Boise County, ID"
Coleman,Coleman,Coleman County,48083,TX,Texas,31.7732,-99.4536,7808,"Coleman County, TX"
Taylor,Taylor,Taylor County,13269,GA,Georgia,32.5555,-84.2505,7799,"Taylor County, GA"
Anderson,Anderson,Anderson County,20003,KS,Kansas,38.2142,-95.2933,7799,"Anderson County, KS"
Humphreys,Humphreys,Humphreys County,28053,MS,Mississippi,33.1287,-90.5266,7744,"Humphreys County, MS"
Ballard,Ballard,Ballard County,21007,KY,Kentucky,37.0585,-88.9995,7742,"Ballard County, KY"
Lincoln,Lincoln,Lincoln County,13181,GA,Georgia,33.7936,-82.4512,7726,"Lincoln County, GA"
Washakie,Washakie,Washakie County,56043,WY,Wyoming,43.905,-107.6828,7725,"Washakie County, WY"
Greene,Greene,Greene County,1063,AL,Alabama,32.8531,-87.9522,7706,"Greene County, AL"
Liberty,Liberty,Liberty County,12077,FL,Florida,30.2414,-84.8829,7704,"Liberty County, FL"
Franklin,Franklin,Franklin County,28037,MS,Mississippi,31.4772,-90.8979,7690,"Franklin County, MS"
Decatur,Decatur,Decatur County,19053,IA,Iowa,40.7377,-93.7863,7684,"Decatur County, IA"
Northwest Arctic,Northwest Arctic,Northwest Arctic Borough,2188,AK,Alaska,67.0598,-159.7062,7682,"Northwest Arctic Borough, AK"
Major,Major,Major County,40093,OK,Oklahoma,36.3116,-98.5359,7678,"Major County, OK"
Merrick,Merrick,Merrick County,31121,NE,Nebraska,41.169,-98.038,7675,"Merrick County, NE"
McCulloch,McCulloch,McCulloch County,48307,TX,Texas,31.1989,-99.3475,7638,"McCulloch County, TX"
Benton,Benton,Benton County,28009,MS,Mississippi,34.8173,-89.1885,7637,"Benton County, MS"
Red River,Red River,Red River Parish,22081,LA,Louisiana,32.0931,-93.3398,7631,"Red River Parish, LA"
Yoakum,Yoakum,Yoakum County,48501,TX,Texas,33.173,-102.8278,7630,"Yoakum County, TX"
Pleasants,Pleasants,Pleasants County,54073,WV,West Virginia,39.371,-81.1606,7622,"Pleasants County, WV"
Nicholas,Nicholas,Nicholas County,21181,KY,Kentucky,38.3356,-84.0153,7613,"Nicholas County, KY"
Dade,Dade,Dade County,29057,MO,Missouri,37.432,-93.8503,7598,"Dade County, MO"
Clay,Clay,Clay County,47027,TN,Tennessee,36.5511,-85.5439,7592,"Clay County, TN"
Winkler,Winkler,Winkler County,48495,TX,Texas,31.8501,-103.0483,7582,"Winkler County, TX"
