county,county_ascii,county_full,county_fips,state_id,state_name,lat,lng,population,county_full_with_state
Monroe,Monroe,Monroe County,19135,IA,Iowa,41.0298,-92.869,7574,"Monroe County, IA"
Conejos,Conejos,Conejos County,8021,CO,Colorado,37.2007,-106.1916,7553,"Conejos County, CO"
Valley,Valley,Valley County,30105,MT,Montana,48.3653,-106.6675,7552,"Valley County, MT"
Wheeler,Wheeler,Wheeler County,13309,GA,Georgia,32.117,-82.7246,7550,"Wheeler County, GA"
Cleveland,Cleveland,Cleveland County,5025,AR,Arkansas,33.8984,-92.1852,7548,"Cleveland County, AR"
Grant,Grant,Grant County,46051,SD,South Dakota,45.1719,-96.7677,7533,"Grant County, SD"
Marion,Marion,Marion County,13197,GA,Georgia,32.3535,-84.5246,7508,"Marion County, GA"
Doniphan,Doniphan,Doniphan County,20043,KS,Kansas,39.7881,-95.1468,7501,"Doniphan County, KS"
Harney,Harney,Harney County,41025,OR,Oregon,43.0641,-118.968,7496,"Harney County, OR"
Adair,Adair,Adair County,19001,IA,Iowa,41.3307,-94.471,7479,"Adair County, IA"
Gilmer,Gilmer,Gilmer County,54021,WV,West Virginia,38.9241,-80.8571,7444,"Gilmer County, WV"
Wallowa,Wallowa,Wallowa County,41063,OR,Oregon,45.5799,-117.181,7439,"Wallowa County, OR"
Rappahannock,Rappahannock,Rappahannock County,51157,VA,Virginia,38.6848,-78.1592,7422,"Rappahannock County, VA"
Worth,Worth,Worth County,19195,IA,Iowa,43.3774,-93.2608,7417,"Worth County, IA"
Chariton,Chariton,Chariton County,29041,MO,Missouri,39.5151,-92.9626,7417,"Chariton County, MO"
Lake,Lake,Lake County,8065,CO,Colorado,39.2025,-106.3448,7403,"Lake County, CO"
Hutchinson,Hutchinson,Hutchinson County,46067,SD,South Dakota,43.3349,-97.7544,7401,"Hutchinson County, SD"
Castro,Castro,Castro County,48069,TX,Texas,34.5299,-102.2617,7381,"Castro County, TX"
Elliott,Elliott,Elliott County,21063,KY,Kentucky,38.1179,-83.0976,7378,"Elliott County, KY"
East Carroll,East Carroll,East Carroll Parish,22035,LA,Louisiana,32.7325,-91.235,7371,"East Carroll Parish, LA"
Kingman,Kingman,Kingman County,20095,KS,Kansas,37.5589,-98.1363,7369,"Kingman County, KS"
Pepin,Pepin,Pepin County,55091,WI,Wisconsin,44.5829,-92.0015,7363,"Pepin County, WI"
Lexington,Lexington,Lexington City,51678,VA,Virginia,37.7825,-79.444,7346,"Lexington City, VA"
Lee,Lee,Lee County,21129,KY,Kentucky,37.5948,-83.7162,7338,"Lee County, KY"
Grant,Grant,Grant County,20067,KS,Kansas,37.5623,-101.308,7336,"Grant County, KS"
Grand Isle,Grand Isle,Grand Isle County,50013,VT,Vermont,44.7981,-73.2948,7335,"Grand Isle County, VT"
Pierce,Pierce,Pierce County,31139,NE,Nebraska,42.2644,-97.6013,7301,"Pierce County, NE"
Ferry,Ferry,Ferry County,53019,WA,Washington,48.4703,-118.5166,7260,"Ferry County, WA"
Crook,Crook,Crook County,56011,WY,Wyoming,44.5885,-104.5699,7258,"Crook County, WY"
Newton,Newton,Newton County,5101,AR,Arkansas,35.92,-93.2179,7243,"Newton County, AR"
Grant,Grant,Grant County,41023,OR,Oregon,44.4915,-119.0073,7237,"Grant County, OR"
Van Buren,Van Buren,Van Buren County,19177,IA,Iowa,40.7532,-91.95,7207,"Van Buren County, IA"
Jefferson,Jefferson,Jefferson County,28063,MS,Mississippi,31.7342,-91.0373,7207,"Jefferson County, MS"
Jefferson,Jefferson,Jefferson County,31095,NE,Nebraska,40.1757,-97.1427,7185,"Jefferson County, NE"
Dallam,Dallam,Dallam County,48111,TX,Texas,36.2779,-102.6022,7165,"Dallam County, TX"
Shannon,Shannon,Shannon County,29203,MO,Missouri,37.1574,-91.4005,7132,"Shannon County, MO"
Beaver,Beaver,Beaver County,49001,UT,Utah,38.3569,-113.2355,7102,"Beaver County, UT"
Goliad,Goliad,Goliad County,48175,TX,Texas,28.6571,-97.4264,7092,"Goliad County, TX"
Fall River,Fall River,Fall River County,46047,SD,South Dakota,43.2394,-103.5275,7079,"Fall River County, SD"
Pocahontas,Pocahontas,Pocahontas County,19151,IA,Iowa,42.7342,-94.6787,7061,"Pocahontas County, IA"
Brooks,Brooks,Brooks County,48047,TX,Texas,27.0316,-98.2187,7059,"Brooks County, TX"
Caribou,Caribou,Caribou County,16029,ID,Idaho,42.7705,-111.5623,7058,"Caribou County, ID"
Union,Union,Union County,18161,IN,Indiana,39.6256,-84.9251,7041,"Union County, IN"
Kit Carson,Kit Carson,Kit Carson County,8063,CO,Colorado,39.3055,-102.603,7039,"Kit Carson County, CO"
Blaine,Blaine,Blaine County,30005,MT,Montana,48.4327,-108.9586,7030,"Blaine County, MT"
Nemaha,Nemaha,Nemaha County,31127,NE,Nebraska,40.3877,-95.8498,7019,"Nemaha County, NE"
Bon Homme,Bon Homme,Bon Homme County,46009,SD,South Dakota,42.9885,-97.8846,7018,"Bon Homme County, SD"
Tillman,Tillman,Tillman County,40141,OK,Oklahoma,34.3728,-98.9242,7013,"Tillman County, OK"
Chugach,Chugach,Chugach Census Area,2063,AK,Alaska,60.7234,-145.7714,7000,"Chugach Census Area, AK"
Powell,Powell,Powell County,30077,MT,Montana,46.8564,-112.9361,6998,"Powell County, MT"
Swisher,Swisher,Swisher County,48437,TX,Texas,34.5304,-101.735,6989,"Swisher County, TX"
Broadwater,Broadwater,Broadwater County,30007,MT,Montana,46.3324,-111.4955,6977,"Broadwater County, MT"
Ida,Ida,Ida County,19093,IA,Iowa,42.3869,-95.5135,6969,"Ida County, IA"
La Salle,La Salle,La Salle County,48283,TX,Texas,28.3452,-99.0996,6965,"La Salle County, TX"
Forest,Forest,Forest County,42053,PA,Pennsylvania,41.513,-79.236,6959,"Forest County, PA"
Wabaunsee,Wabaunsee,Wabaunsee County,20197,KS,Kansas,38.9533,-96.205,6922,"Wabaunsee County, KS"
Bailey,Bailey,Bailey County,48017,TX,Texas,34.0686,-102.8299,6902,"Bailey County, TX"
Lake,Lake,Lake County,47095,TN,Tennessee,36.3352,-89.4935,6898,"Lake County, TN"
Huerfano,Huerfano,Huerfano County,8055,CO,Colorado,37.6847,-104.9606,6896,"Huerfano County, CO"
Southeast Fairbanks,Southeast Fairbanks,Southeast Fairbanks Census Area,2240,AK,Alaska,63.8762,-143.213,6888,"Southeast Fairbanks Census Area, AK"
Schuyler,Schuyler,Schuyler County,17169,IL,Illinois,40.158,-90.6151,6879,"Schuyler County, IL"
Weston,Weston,Weston County,56045,WY,Wyoming,43.8404,-104.5676,6870,"Weston County, WY"
Pembina,Pembina,Pembina County,38067,ND,North Dakota,48.7675,-97.5518,6853,"Pembina County, ND"
Monroe,Monroe,Monroe County,5095,AR,Arkansas,34.6778,-91.2039,6787,"Monroe County, AR"
Childress,Childress,Childress County,48075,TX,Texas,34.5291,-100.2076,6781,"Childress County, TX"
Charles City,Charles City,Charles City County,51036,VA,Virginia,37.3567,-77.0622,6760,"Charles City County, VA"
Tucker,Tucker,Tucker County,54093,WV,West Virginia,39.1136,-79.565,6747,"Tucker County, WV"
Lac qui Parle,Lac qui Parle,Lac qui Parle County,27073,MN,Minnesota,44.9955,-96.1735,6736,"Lac qui Parle County, MN"
Hancock,Hancock,Hancock County,47067,TN,Tennessee,36.5236,-83.2219,6726,"Hancock County, TN"
Refugio,Refugio,Refugio County,48391,TX,Texas,28.3253,-97.1656,6718,"Refugio County, TX"
Burt,Burt,Burt County,31021,NE,Nebraska,41.8515,-96.3286,6717,"Burt County, NE"
Thurston,Thurston,Thurston County,31173,NE,Nebraska,42.1582,-96.544,6716,"Thurston County, NE"
Clinch,Clinch,Clinch County,13065,GA,Georgia,30.915,-82.7063,6713,"Clinch County, GA"
Russell,Russell,Russell County,20167,KS,Kansas,38.9148,-98.7624,6702,"Russell County, KS"
Clark,Clark,Clark County,29045,MO,Missouri,40.4103,-91.7384,6693,"Clark County, MO"
Galax,Galax,Galax City,51640,VA,Virginia,36.666,-80.9176,6687,"Galax City, VA"
King and Queen,King and Queen,King and Queen County,51097,VA,Virginia,37.7186,-76.8953,6681,"King and Queen County, VA"
Kearney,Kearney,Kearney County,31099,NE,Nebraska,40.5067,-98.948,6655,"Kearney County, NE"
Fremont,Fremont,Fremont County,19071,IA,Iowa,40.7456,-95.6047,6639,"Fremont County, IA"
Buena Vista,Buena Vista,Buena Vista City,51530,VA,Virginia,37.7319,-79.3569,6639,"Buena Vista City, VA"
Pershing,Pershing,Pershing County,32027,NV,Nevada,40.4404,-118.4044,6587,"Pershing County, NV"
Wolfe,Wolfe,Wolfe County,21237,KY,Kentucky,37.7393,-83.4932,6573,"Wolfe County, KY"
Moore,Moore,Moore County,47127,TN,Tennessee,35.2846,-86.3587,6558,"Moore County, TN"
Surry,Surry,Surry County,51181,VA,Virginia,37.1098,-76.9002,6546,"Surry County, VA"
Rio Blanco,Rio Blanco,Rio Blanco County,8103,CO,Colorado,39.9798,-108.217,6511,"Rio Blanco County, CO"
Wayne,Wayne,Wayne County,19185,IA,Iowa,40.7395,-93.3274,6484,"Wayne County, IA"
Fulton,Fulton,Fulton County,21075,KY,Kentucky,36.554,-89.1873,6480,"Fulton County, KY"
Howard,Howard,Howard County,31093,NE,Nebraska,41.2201,-98.5171,6476,"Howard County, NE"
Dallas,Dallas,Dallas County,5039,AR,Arkansas,33.9699,-92.6544,6472,"Dallas County, AR"
Norman,Norman,Norman County,27107,MN,Minnesota,47.3265,-96.4553,6457,"Norman County, MN"
Wilkin,Wilkin,Wilkin County,27167,MN,Minnesota,46.357,-96.4683,6454,"Wilkin County, MN"
Saguache,Saguache,Saguache County,8109,CO,Colorado,38.0805,-106.2815,6454,"Saguache County, CO"
Bear Lake,Bear Lake,Bear Lake County,16007,ID,Idaho,42.2848,-111.3297,6436,"Bear Lake County, ID"
Treutlen,Treutlen,Treutlen County,13283,GA,Georgia,32.4039,-82.5673,6411,"Treutlen County, GA"
Bottineau,Bottineau,Bottineau County,38009,ND,North Dakota,48.7922,-100.8333,6411,"Bottineau County, ND"
Ellsworth,Ellsworth,Ellsworth County,20053,KS,Kansas,38.6966,-98.2048,6374,"Ellsworth County, KS"
Henderson,Henderson,Henderson County,17071,IL,Illinois,40.8181,-90.9251,6374,"Henderson County, IL"
Randolph,Randolph,Randolph County,13243,GA,Georgia,31.7627,-84.7542,6365,"Randolph County, GA"
Spink,Spink,Spink County,46115,SD,South Dakota,44.938,-98.3462,6355,"Spink County, SD"
Moody,Moody,Moody County,46101,SD,South Dakota,44.022,-96.6709,6346,"Moody County, SD"
Brown,Brown,Brown County,17009,IL,Illinois,39.9618,-90.7504,6334,"Brown County, IL"
Antelope,Antelope,Antelope County,31003,NE,Nebraska,42.1769,-98.0667,6302,"Antelope County, NE"
Pawnee,Pawnee,Pawnee County,20145,KS,Kansas,38.1813,-99.2367,6288,"Pawnee County, KS"
Calhoun,Calhoun,Calhoun County,54013,WV,West Virginia,38.8445,-81.1176,6279,"Calhoun County, WV"
Lafayette,Lafayette,Lafayette County,5073,AR,Arkansas,33.2416,-93.607,6277,"Lafayette County, AR"
Woodruff,Woodruff,Woodruff County,5147,AR,Arkansas,35.1863,-91.2431,6259,"Woodruff County, AR"
Bland,Bland,Bland County,51021,VA,Virginia,37.134,-81.1302,6241,"Bland County, VA"
Teton,Teton,Teton County,30099,MT,Montana,47.8371,-112.2408,6238,"Teton County, MT"
Gentry,Gentry,Gentry County,29075,MO,Missouri,40.2121,-94.4099,6219,"Gentry County, MO"
Hamlin,Hamlin,Hamlin County,46057,SD,South Dakota,44.6738,-97.1883,6196,"Hamlin County, SD"
Edwards,Edwards,Edwards County,17047,IL,Illinois,38.4165,-88.0533,6182,"Edwards County, IL"
Van Buren,Van Buren,Van Buren County,47175,TN,Tennessee,35.696,-85.4526,6182,"Van Buren County, TN"
Menifee,Menifee,Menifee County,21165,KY,Kentucky,37.9414,-83.5989,6174,"Menifee County, KY"
Presidio,Presidio,Presidio County,48377,TX,Texas,29.9998,-104.2405,6168,"Presidio County, TX"
Pendleton,Pendleton,Pendleton County,54071,WV,West Virginia,38.6807,-79.3509,6156,"Pendleton County, WV"
Osceola,Osceola,Osceola County,19143,IA,Iowa,43.3786,-95.6237,6149,"Osceola County, IA"
Iron,Iron,Iron County,55051,WI,Wisconsin,46.2623,-90.242,6136,"Iron County, WI"
Quitman,Quitman,Quitman County,28119,MS,Mississippi,34.2514,-90.2891,6113,"Quitman County, MS"
Reynolds,Reynolds,Reynolds County,29179,MO,Missouri,37.3623,-90.9691,6102,"Reynolds County, MO"
Grant,Grant,Grant County,27051,MN,Minnesota,45.9341,-96.0122,6091,"Grant County, MN"
Clay,Clay,Clay County,31035,NE,Nebraska,40.5244,-98.0513,6088,"Clay County, NE"
Shelby,Shelby,Shelby County,29205,MO,Missouri,39.7978,-92.0766,6049,"Shelby County, MO"
Greenwood,Greenwood,Greenwood County,20073,KS,Kansas,37.8778,-96.2326,6001,"Greenwood County, KS"
Pondera,Pondera,Pondera County,30073,MT,Montana,48.2278,-112.2263,5987,"Pondera County, MT"
Sullivan,Sullivan,Sullivan County,29211,MO,Missouri,40.2106,-93.1115,5983,"Sullivan County, MO"
Essex,Essex,Essex County,50009,VT,Vermont,44.7275,-71.7359,5976,"Essex County, VT"
Ohio,Ohio,Ohio County,18115,IN,Indiana,38.9501,-84.9652,5974,"Ohio County, IN"
Cumberland,Cumberland,Cumberland County,21057,KY,Kentucky,36.7866,-85.3885,5974,"Cumberland County, KY"
Benson,Benson,Benson County,38005,ND,North Dakota,48.0694,-99.366,5960,"Benson County, ND"
Sherman,Sherman,Sherman County,20181,KS,Kansas,39.3514,-101.72,5940,"Sherman County, KS"
Miller,Miller,Miller County,13201,GA,Georgia,31.164,-84.7308,5923,"Miller County, GA"
Taylor,Taylor,Taylor County,19173,IA,Iowa,40.7374,-94.6964,5916,"Taylor County, IA"
Chouteau,Chouteau,Chouteau County,30015,MT,Montana,47.8806,-110.4353,5897,"Chouteau County, MT"
Sullivan,Sullivan,Sullivan County,42113,PA,Pennsylvania,41.4462,-76.5122,5880,"Sullivan County, PA"
Ontonagon,Ontonagon,Ontonagon County,26131,MI,Michigan,46.6644,-89.3148,5862,"Ontonagon County, MI"
Gilpin,Gilpin,Gilpin County,8047,CO,Colorado,39.8575,-105.5226,5856,"Gilpin County, CO"
Mitchell,Mitchell,Mitchell County,20123,KS,Kansas,39.3933,-98.2094,5829,"Mitchell County, KS"
Stanton,Stanton,Stanton County,31167,NE,Nebraska,41.9169,-97.1939,5828,"Stanton County, NE"
Carson,Carson,Carson County,48065,TX,Texas,35.4035,-101.3542,5801,"Carson County, TX"
Prince of Wales-Hyder,Prince of Wales-Hyder,Prince of Wales-Hyder Census Area,2198,AK,Alaska,55.8011,-133.0167,5799,"Prince of Wales-Hyder Census Area, AK"
Talbot,Talbot,Talbot County,13263,GA,Georgia,32.6995,-84.533,5793,"Talbot County, GA"
Crowley,Crowley,Crowley County,8025,CO,Colorado,38.3266,-103.7845,5782,"Crowley County, CO"
San Saba,San Saba,San Saba County,48411,TX,Texas,31.1552,-98.8176,5779,"San Saba County, TX"
Ottawa,Ottawa,Ottawa County,20143,KS,Kansas,39.1325,-97.6502,5768,"Ottawa County, KS"
Garza,Garza,Garza County,48169,TX,Texas,33.1799,-101.2984,5735,"Garza County, TX"
Lander,Lander,Lander County,32015,NV,Nevada,39.9337,-117.038,5728,"Lander County, NV"
Covington,Covington,Covington City,51580,VA,Virginia,37.7785,-79.9868,5722,"Covington City, VA"
Gray,Gray,Gray County,20069,KS,Kansas,37.7382,-100.4379,5719,"Gray County, KS"
McCook,McCook,McCook County,46087,SD,South Dakota,43.6743,-97.3684,5714,"McCook County, SD"
Alfalfa,Alfalfa,Alfalfa County,40003,OK,Oklahoma,36.731,-98.324,5683,"Alfalfa County, OK"
Emporia,Emporia,Emporia City,51595,VA,Virginia,36.6953,-77.5356,5680,"Emporia City, VA"
Ransom,Ransom,Ransom County,38073,ND,North Dakota,46.4562,-97.6574,5663,"Ransom County, ND"
Audubon,Audubon,Audubon County,19009,IA,Iowa,41.6846,-94.9058,5651,"Audubon County, IA"
Lincoln,Lincoln,Lincoln County,27081,MN,Minnesota,44.4126,-96.2671,5630,"Lincoln County, MN"
Putnam,Putnam,Putnam County,17155,IL,Illinois,41.2045,-89.2858,5628,"Putnam County, IL"
Lynn,Lynn,Lynn County,48305,TX,Texas,33.1768,-101.8161,5619,"Lynn County, TX"
Cook,Cook,Cook County,27031,MN,Minnesota,47.9026,-90.5354,5611,"Cook County, MN"
Tripp,Tripp,Tripp County,46123,SD,South Dakota,43.3459,-99.8839,5607,"Tripp County, SD"
Calhoun,Calhoun,Calhoun County,13037,GA,Georgia,31.5292,-84.6245,5594,"Calhoun County, GA"
Lincoln,Lincoln,Lincoln County,8073,CO,Colorado,38.9881,-103.514,5583,"Lincoln County, CO"
Dixon,Dixon,Dixon County,31051,NE,Nebraska,42.4931,-96.8677,5579,"Dixon County, NE"
Bent,Bent,Bent County,8011,CO,Colorado,37.9551,-103.0717,5561,"Bent County, CO"
Fillmore,Fillmore,Fillmore County,31059,NE,Nebraska,40.5247,-97.5965,5557,"Fillmore County, NE"
Cotton,Cotton,Cotton County,40033,OK,Oklahoma,34.2902,-98.3722,5537,"Cotton County, OK"
Greer,Greer,Greer County,40055,OK,Oklahoma,34.9357,-99.5608,5531,"Greer County, OK"
Washington,Washington,Washington County,20201,KS,Kansas,39.7842,-97.0875,5529,"Washington County, KS"
Day,Day,Day County,46037,SD,South Dakota,45.3671,-97.6074,5485,"Day County, SD"
Cherry,Cherry,Cherry County,31031,NE,Nebraska,42.545,-101.1186,5473,"Cherry County, NE"
Harper,Harper,Harper County,20077,KS,Kansas,37.1916,-98.0755,5457,"Harper County, KS"
Cameron,Cameron,Cameron Parish,22023,LA,Louisiana,29.8754,-93.1937,5447,"Cameron Parish, LA"
Luce,Luce,Luce County,26095,MI,Michigan,46.4706,-85.5444,5442,"Luce County, MI"
Norton,Norton,Norton County,20137,KS,Kansas,39.7844,-99.9035,5431,"Norton County, KS"
Jefferson,Jefferson,Jefferson County,40067,OK,Oklahoma,34.111,-97.8358,5420,"Jefferson County, OK"
Haskell,Haskell,Haskell County,48207,TX,Texas,33.1782,-99.7303,5408,"Haskell County, TX"
Boone,Boone,Boone County,31011,NE,Nebraska,41.7068,-98.0672,5397,"Boone County, NE"
Stark,Stark,Stark County,17175,IL,Illinois,41.0934,-89.7975,5395,"Stark County, IL"
Mahnomen,Mahnomen,Mahnomen County,27087,MN,Minnesota,47.3253,-95.8091,5389,"Mahnomen County, MN"
Floyd,Floyd,Floyd County,48153,TX,Texas,34.0724,-101.3032,5386,"Floyd County, TX"
Morris,Morris,Morris County,20127,KS,Kansas,38.6874,-96.6499,5385,"Morris County, KS"
Hartley,Hartley,Hartley County,48205,TX,Texas,35.84,-102.6029,5369,"Hartley County, TX"
Yukon-Koyukuk,Yukon-Koyukuk,Yukon-Koyukuk Census Area,2290,AK,Alaska,65.5087,-151.3896,5355,"Yukon-Koyukuk Census Area, AK"
McHenry,McHenry,McHenry County,38049,ND,North Dakota,48.2346,-100.6363,5326,"McHenry County, ND"
Walworth,Walworth,Walworth County,46129,SD,South Dakota,45.4299,-100.0315,5317,"Walworth County, SD"
Carter,Carter,Carter County,29035,MO,Missouri,36.9412,-90.9623,5299,"Carter County, MO"
Johnson,Johnson,Johnson County,31097,NE,Nebraska,40.3926,-96.2651,5294,"Johnson County, NE"
Coal,Coal,Coal County,40029,OK,Oklahoma,34.5882,-96.2978,5287,"Coal County, OK"
Delta,Delta,Delta County,48119,TX,Texas,33.3863,-95.6723,5278,"Delta County, TX"
Dewey,Dewey,Dewey County,46041,SD,South Dakota,45.1566,-100.8718,5275,"Dewey County, SD"
Stevens,Stevens,Stevens County,20189,KS,Kansas,37.1923,-101.3121,5275,"Stevens County, KS"
Hansford,Hansford,Hansford County,48195,TX,Texas,36.2774,-101.3546,5270,"Hansford County, TX"
Atchison,Atchison,Atchison County,29005,MO,Missouri,40.4308,-95.4281,5270,"Atchison County, MO"
Alexander,Alexander,Alexander County,17003,IL,Illinois,37.1915,-89.3375,5261,"Alexander County, IL"
Brule,Brule,Brule County,46015,SD,South Dakota,43.7181,-99.0809,5247,"Brule County, SD"
Martin,Martin,Martin County,48317,TX,Texas,32.306,-101.9513,5228,"Martin County, TX"
Aleutians West,Aleutians West,Aleutians West Census Area,2016,AK,Alaska,52.7985,-106.5633,5219,"Aleutians West Census Area, AK"
Lincoln,Lincoln,Lincoln County,16063,ID,Idaho,43.0024,-114.1383,5203,"Lincoln County, ID"
Wirt,Wirt,Wirt County,54105,WV,West Virginia,39.0225,-81.3787,5202,"Wirt County, WV"
Warren,Warren,Warren County,13301,GA,Georgia,33.4089,-82.6768,5197,"Warren County, GA"
Polk,Polk,Polk County,31143,NE,Nebraska,41.1869,-97.5684,5182,"Polk County, NE"
Pulaski,Pulaski,Pulaski County,17153,IL,Illinois,37.2232,-89.1266,5177,"Pulaski County, IL"
Kingsbury,Kingsbury,Kingsbury County,46077,SD,South Dakota,44.3696,-97.4915,5172,"Kingsbury County, SD"
Big Stone,Big Stone,Big Stone County,27011,MN,Minnesota,45.4261,-96.411,5161,"Big Stone County, MN"
Crosby,Crosby,Crosby County,48107,TX,Texas,33.6147,-101.3,5157,"Crosby County, TX"
Scott,Scott,Scott County,20171,KS,Kansas,38.4822,-100.9069,5128,"Scott County, KS"
Garfield,Garfield,Garfield County,49017,UT,Utah,37.8549,-111.4432,5121,"Garfield County, UT"
Stewart,Stewart,Stewart County,13259,GA,Georgia,32.0785,-84.8352,5121,"Stewart County, GA"
Sheridan,Sheridan,Sheridan County,31161,NE,Nebraska,42.5047,-102.4089,5102,"Sheridan County, NE"
Hamilton,Hamilton,Hamilton County,36041,NY,New York,43.6611,-74.4974,5090,"Hamilton County, NY"
Beaver,Beaver,Beaver County,40007,OK,Oklahoma,36.7497,-100.4768,5071,"Beaver County, OK"
Pickett,Pickett,Pickett County,47137,TN,Tennessee,36.5584,-85.0749,5042,"Pickett County, TN"
Toole,Toole,Toole County,30101,MT,Montana,48.6554,-111.6956,5018,"Toole County, MT"
Thayer,Thayer,Thayer County,31169,NE,Nebraska,40.1762,-97.5949,5006,"Thayer County, NE"
Dickey,Dickey,Dickey County,38021,ND,North Dakota,46.1102,-98.5047,5003,"Dickey County, ND"
Wheeler,Wheeler,Wheeler County,48483,TX,Texas,35.4012,-100.2698,4980,"Wheeler County, TX"
Gallatin,Gallatin,Gallatin County,17059,IL,Illinois,37.7628,-88.2305,4967,"Gallatin County, IL"
Phillips,Phillips,Phillips County,20147,KS,Kansas,39.7846,-99.347,4960,"Phillips County, KS"
Ouray,Ouray,Ouray County,8091,CO,Colorado,38.1555,-107.7693,4936,"Ouray County, CO"
Rooks,Rooks,Rooks County,20163,KS,Kansas,39.3502,-99.325,4925,"Rooks County, KS"
Musselshell,Musselshell,Musselshell County,30065,MT,Montana,46.4966,-108.3981,4924,"Musselshell County, MT"
Scott,Scott,Scott County,17171,IL,Illinois,39.6441,-90.4747,4899,"Scott County, IL"
Craig,Craig,Craig County,51045,VA,Virginia,37.4817,-80.2115,4898,"Craig County, VA"
Custer,Custer,Custer County,8027,CO,Colorado,38.1087,-105.3675,4885,"Custer County, CO"
Dillingham,Dillingham,Dillingham Census Area,2070,AK,Alaska,59.8003,-158.2346,4854,"Dillingham Census Area, AK"
Jim Hogg,Jim Hogg,Jim Hogg County,48247,TX,Texas,27.0434,-98.6973,4830,"Jim Hogg County, TX"
Washington,Washington,Washington County,8121,CO,Colorado,39.971,-103.2012,4817,"Washington County, CO"
Carlisle,Carlisle,Carlisle County,21039,KY,Kentucky,36.8532,-88.971,4782,"Carlisle County, KY"
Calhoun,Calhoun,Calhoun County,5013,AR,Arkansas,33.5581,-92.503,4773,"Calhoun County, AR"
